商品名,英文品名,許可證字號,許可證種類,劑型,規格,包裝,適應症,排除原因,命中關鍵字
理冒敏福口溶錠,Fucole Minlife Orally Disintegrating Tablets,衛署藥製字第048662號,製 劑,口溶錠,LORATADINE,鋁箔盒裝;;塑膠瓶裝,暫時緩解過敏性鼻炎、枯草熱所引起之相關症狀 (鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢)或過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
理冒鼻炎糖漿,FUCOLE SINUS SYRUP,衛署藥製字第041793號,製 劑,糖漿劑,TRIPROLIDINE HCL;;PSEUDOEPHEDRINE HCL,塑膠瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢）,非眼科外用最終劑型,眼
理冒鼻炎錠,FUCOLE SINUS TABLETS,衛署藥製字第042590號,製 劑,錠劑,TRIPROLIDINE HCL;;PSEUDOEPHEDRINE HCL,PTP 鋁箔盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢）,非眼科外用最終劑型,眼
瑞吐寧錠２５公絲（布克利啶）,"UPANTA TABLETS 25MG (BUCLIZINE) ""JINUP""",衛署藥製字第026456號,製 劑,錠劑,BUCLIZINE HCL,瓶裝,暫時緩解過敏性鼻炎，枯草熱所引起之相關症狀（流鼻涕、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢，皮膚癢疹預防或緩解動暈症（暈車、暈船、暈機）引起之頭暈、噁心、嘔吐、頭痛等症狀。,非眼科外用最終劑型,眼
甲硫酸新斯狄格明注射液,"NEOSTIGMINE METHYLSULFATE INJECTION ""TAI YU""",衛署藥製字第014361號,製 劑,注射劑,NEOSTIGMINE METHYLSULFATE,安瓿,消化液分泌機能減退、排尿困難、腸管麻痺、因肌無力、肌肉麻痺、神經痛、肌肉萎縮等引起之各種運動障礙、綠內障、眼部肌無力及瞳孔反應檢查,非眼科外用最終劑型,眼
百敏寧膜衣錠,PARMINRIN F.C.TABLETS,衛署藥製字第011928號,製 劑,膜衣錠,CHLORPHENIRAMINE MALEATE;;RIBOFLAVIN (VIT B2);;GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID );;NIACINAMIDE (NICOTINAMIDE);;PYRIDOXINE HCL;;BIOTIN;;PANTOTHENATE CALCIUM,鋁箔盒裝;;塑膠瓶裝,緩解過敏性鼻炎，枯草熱所引起之相關症狀（流鼻水、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢，皮膚癢疹。,非眼科外用最終劑型,眼
的剎美剎松錠,"DEXAMETHASONE TABLETS ""YUNG CHI""",衛署藥製字第014170號,製 劑,錠劑,DEXAMETHASONE,瓶裝,僂麻質斯性疾患、過敏性疾患、膠原病、炎症性皮膚疾患、炎症性眼疾患。,非眼科外用最終劑型,眼
皮疹淨糖衣錠,VIMALIN S.C. TABLETS,衛署藥製字第023803號,製 劑,糖衣錠,NIACINAMIDE (NICOTINAMIDE);;RIBOFLAVIN (VIT B2);;PYRIDOXINE HCL;;BIOTIN;;GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID );;PANTOTHENATE CALCIUM;;CHLORPHENIRAMINE MALEATE,瓶裝,暫時緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻水、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢皮膚癢疹。,非眼科外用最終劑型,眼
益必舒錠10毫克,EBASTEL TABLETS 10MG,衛署藥製字第047624號,製 劑,膜衣錠,EBASTINE,鋁箔盒裝,緩解過敏性鼻炎的相關症狀，如流鼻水、鼻塞、搔癢及眼睛搔癢和灼熱感及緩解因慢性蕁痲疹及過敏性皮膚病所引起的症狀,非眼科外用最終劑型,眼
益必舒錠5毫克,EBASTEL TABLETS 5MG,衛署藥製字第047623號,製 劑,膜衣錠,EBASTINE,塑膠瓶裝;;鋁箔盒裝,緩解過敏性鼻炎的相關症狀，如流鼻水、鼻塞、搔癢及眼睛搔癢和灼熱感及緩解因慢性蕁痲疹及過敏性皮膚病所引起的症狀,非眼科外用最終劑型,眼
盡敏錠,JENEMIN TABLETS,衛署藥製字第009121號,製 劑,錠劑,BROMPHENIRAMINE MALEATE,塑膠瓶裝,暫時緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻涕、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
盼撲膿膠囊,PANPULON CAPSULES,衛署藥製字第027008號,製 劑,膠囊劑,LYSOZYME (CHLORIDE);;PSEUDOEPHEDRINE HCL;;GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID );;CARBINOXAMINE MALEATE;;CAFFEINE ANHYDROUS,鋁箔盒裝,過敏性鼻炎、枯草熱所引起之相關症狀(鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢)。,非眼科外用最終劑型,眼
眠安糖漿０．４公絲﹨公撮（塞浦布他定）,"I.N.S.P SYRUP 0.4MG/ML (CYPROHEPTADINE) ""J.C.S.""",衛署藥製字第040063號,製 劑,糖漿劑,CYPROHEPTADINE HCL,玻璃容器裝,暫時緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻涕、打噴啑眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹,非眼科外用最終劑型,眼
硫酸阿托品注射液,"ATROPINE SULFATE INJECTION 1MG/ML ""VPP""",衛署藥製字第018694號,製 劑,注射劑,ATROPINE SULFATE,安瓿,腦炎後之巴金生症狀及震顫麻痺、幽門及賁門痙攣、葡萄膜炎角膜炎、腺體分泌過盛之抑制、視網膜鏡檢查前給藥,非眼科外用最終劑型,角膜炎
福而化原錠,"FULLPHAGEN TABLETS ""F.Y.""",衛署藥製字第002856號,製 劑,錠劑,RIBOFLAVIN (VIT B2);;BIOTIN;;CHLORPHENIRAMINE MALEATE;;NIACINAMIDE (NICOTINAMIDE);;PYRIDOXINE HCL;;GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID );;PANTOTHENATE CALCIUM,塑膠瓶裝,暫時緩解過敏性鼻炎，枯草熱所引起之相關症狀(流鼻涕、打噴嚏、眼睛及喉部搔癢)及過敏所引起之搔癢，皮膚癢疹。,非眼科外用最終劑型,眼
米方淨凍晶注射劑,Myfungin Lyo-Injection,衛部藥製字第060897號,製 劑,凍晶注射劑,MICAFUNGIN SODIUM;;MICAFUNGIN SODIUM;;MICAFUNGIN SODIUM,盒裝;;玻璃小瓶裝,1.治療4個月以上兒童與成人病人的念珠菌血症、急性播散性念珠菌病、念珠菌腹膜炎及膿瘍。2.治療未滿4個月兒童病人的念珠菌血症、急性播散性念珠菌病、未合併腦膜腦炎和/或眼擴散之念珠菌腹膜炎及膿瘍。3.治療4個月以上兒童與成人病人的食道念珠菌感染症。4.預防接受造血幹細胞移植 (HSCT) 的4個月以上兒童與成人病人的念珠菌感染症。,非眼科外用最終劑型,眼
米開民 注射劑,Mycamine for Injection 50mg/vial,衛署藥輸字第024509號,製 劑,凍晶注射劑,MICAFUNGIN SODIUM,小瓶,1. 治療4個月以上兒童與成人病人的念珠菌血症、急性播散性念珠菌病、念珠菌腹膜炎及膿瘍。 2. 治療未滿4個月兒童病人的念珠菌血症、急性播散性念珠菌病、未合併腦膜腦炎和/或眼擴散之念珠菌腹膜炎及膿瘍。 3. 治療4個月以上兒童與成人病人的食道念珠菌感染症。 4. 預防接受造血幹細胞移植 (HSCT) 的4個月以上兒童與成人病人的念珠菌感染症。,非眼科外用最終劑型,眼
米開民 注射劑,Mycamine for Injection 50mg/vial,衛署藥輸字第024509號,製 劑,凍晶注射劑,MICAFUNGIN SODIUM,小瓶,1. 治療4個月以上兒童與成人病人的念珠菌血症、急性播散性念珠菌病、念珠菌腹膜炎及膿瘍。 2. 治療未滿4個月兒童病人的念珠菌血症、急性播散性念珠菌病、未合併腦膜腦炎和/或眼擴散之念珠菌腹膜炎及膿瘍。 3. 治療4個月以上兒童與成人病人的食道念珠菌感染症。 4. 預防接受造血幹細胞移植 (HSCT) 的4個月以上兒童與成人病人的念珠菌感染症。,非眼科外用最終劑型,眼
納寧錠,CLARITYNE TABLETS,衛署藥輸字第017219號,製 劑,錠劑,LORATADINE,鋁箔盒裝,暫時緩解過敏性鼻炎、枯草熱所引起之相關症狀 (鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢)或過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
維視達凍晶注射劑１５毫克,VISUDYNE POWDER FOR SOLUTION FOR INFUSION 15MG/VIAL,衛署藥輸字第023479號,製 劑,凍晶注射劑,VERTEPORFIN,盒裝,因年齡相關性黃斑部退化病變引起之主要典型或潛隱性視網膜下中央凹脈絡膜血管新生，病理性近視(PM)或疑似眼組織漿菌症引起之視網膜下中央凹脈絡膜血管新生。,非眼科外用最終劑型,眼
維視達凍晶注射劑１５毫克,VISUDYNE POWDER FOR SOLUTION FOR INFUSION 15MG/VIAL,衛署藥輸字第023479號,製 劑,凍晶注射劑,VERTEPORFIN,盒裝,因年齡相關性黃斑部退化病變引起之主要典型或潛隱性視網膜下中央凹脈絡膜血管新生，病理性近視(PM)或疑似眼組織漿菌症引起之視網膜下中央凹脈絡膜血管新生。,非眼科外用最終劑型,眼
維視達凍晶注射劑１５毫克,VISUDYNE POWDER FOR SOLUTION FOR INFUSION 15MG/VIAL,衛署藥輸字第023479號,製 劑,凍晶注射劑,VERTEPORFIN,盒裝,因年齡相關性黃斑部退化病變引起之主要典型或潛隱性視網膜下中央凹脈絡膜血管新生，病理性近視(PM)或疑似眼組織漿菌症引起之視網膜下中央凹脈絡膜血管新生。,非眼科外用最終劑型,眼
縮水蘋果酸氯芬尼拉明錠,"CHLORPHENIRAMINE MALEATE TABLETS ""S.S.P.""",衛署藥製字第006172號,製 劑,錠劑,CHLORPHENIRAMINE MALEATE,塑膠瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻水、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
縮水蘋果酸氯菲尼拉明錠,"CHLORPHENIRAMINE MALEATE TABLETS ""M.T.""",衛署藥製字第030304號,製 劑,錠劑,CHLORPHENIRAMINE MALEATE,塑膠瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻水、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
美肯寧錠５公絲（美奎塔令）〝華興〞,"MEQAZINE TABLETS 5MG (MEQUITAZINE) ""H.S.""",衛署藥製字第042526號,製 劑,錠劑,MEQUITAZINE,塑膠瓶裝;;鋁箔盒裝;;塑膠瓶裝,過敏性鼻炎、乾草熱、蕁痲疹、濕疹、血管性神經水腫、季節性結膜炎、藥物過敏。,非眼科外用最終劑型,結膜炎
耐施風錠,NICEFON TABLETS,衛署藥製字第011982號,製 劑,錠劑,TRIAMCINOLONE,瓶裝,類風濕性關節炎、支氣管氣喘、風濕熱、炎性皮膚炎、癢疹、膠原病、炎症性眼疾病、結節性動脈周圍炎,非眼科外用最終劑型,眼
脫濕風錠（安西諾隆）,"TRIAMCINOLONE TABLETS ""N.C.P.""",衛署藥製字第020781號,製 劑,錠劑,TRIAMCINOLONE,塑膠瓶裝,類風濕性關節炎、支氣管氣喘、風濕熱、炎性皮膚炎、癢疹、膠原病、炎症性眼疾病、結節性動脈周圍炎,非眼科外用最終劑型,眼
臨得隆注射液4毫克/毫升（貝皮質醇）,RINDERON INJECTION 4MG/ML (BETAMETHASONE),衛署藥製字第027718號,製 劑,注射劑,BETAMETHASONE SODIUM PHOSPHATE,玻璃安瓿裝,外科休克類似休克狀態、腦浮腫、副腎腫瘍摘除、關節風濕症、急性副腎不全、支氣管氣喘、風濕熱、結核性胸膜炎、結核性髓膜炎、腦脊髓炎、濕疹、天？瘡類、圓形脫毛症、過敏性結膜炎、鞏膜炎、虹彩炎、虹彩毛樣體炎、過敏性鼻炎、複合性副鼻腔炎。,非眼科外用最終劑型,結膜炎；過敏性結膜炎
舒寧內服液１．２５公絲/公撮（杜西拉明）,SENECTIN SOLUTION 1.25MG/ML (DOXYLAMINE),衛署藥製字第036998號,製 劑,內服液劑,DOXYLAMINE SUCCINATE,玻璃容器裝;;罐裝;;罐裝,過敏性鼻炎、蕁麻疹、濕疹、過敏性皮膚炎、搔癢、過敏性結膜炎、枯草熱等過敏症狀。,非眼科外用最終劑型,結膜炎；過敏性結膜炎
舒眼洗眼液,Eye-Comfort Eyewash,衛署藥製字第049017號,製 劑,眼用洗劑,SODIUM CHLORIDE,塑膠瓶裝,沖洗眼部。,非眼科外用最終劑型,眼；眼用
舒鼻寧錠,SUBILIN TABLETS,衛署藥製字第018296號,製 劑,錠劑,PSEUDOEPHEDRINE HCL;;CARBINOXAMINE MALEATE,PTP 鋁箔盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢）。,非眼科外用最終劑型,眼
舒鼻膠囊,ANTI-NASSAL CAPSULES,衛署藥製字第036770號,製 劑,膠囊劑,CARBINOXAMINE MALEATE;;CAFFEINE ANHYDROUS;;PHENYLEPHRINE HCL,盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢）。,非眼科外用最終劑型,眼
舒鼻通膠囊,SUPEITON CAPSULES,衛署藥製字第023218號,製 劑,膠囊劑,CAFFEINE ANHYDROUS;;PHENYLEPHRINE HCL;;CARBINOXAMINE MALEATE,PTP 鋁箔盒裝;;塑膠瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢）。,非眼科外用最終劑型,眼
舒鼻適複方錠〝信東〞,"SPIZ TABLETS ""S.T.""",衛署藥製字第042914號,製 劑,錠劑,PSEUDOEPHEDRINE HCL;;TRIPROLIDINE HCL,鋁箔盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（鼻塞、流鼻水、打噴嚏、眼部及喉部搔癢）,非眼科外用最終劑型,眼
茯敏膠囊,"FUMIN CAPSULES ""G.A.P.""",衛署藥製字第023608號,製 劑,膠囊劑,OROTIC ACID (VIT B13);;GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID );;CHLORPHENIRAMINE MALEATE,瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻水、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
莫鼻卡持續性藥效錠,"LoraPseudo SR F.C. Tablets 5/120mg ""CYH""",衛署藥製字第057121號,製 劑,持續性藥效錠,LORATADINE;;PSEUDOEPHEDRINE SULFATE;;PSEUDOEPHEDRINE SULFATE,鋁箔盒裝,緩解過敏性鼻炎及感冒的相關症狀，如鼻塞、打噴嚏、流鼻水、搔癢及流眼淚。,非眼科外用最終劑型,眼
華克錠,HWA KOR TABLETS,衛署藥製字第015760號,製 劑,錠劑,PSEUDOEPHEDRINE HCL;;CARBINOXAMINE MALEATE,PTP 鋁箔盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀(鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢)。,非眼科外用最終劑型,眼
衛格鼻炎膠囊,WELGER SINUS CAPSULES,衛署藥製字第044448號,製 劑,膠囊劑,PSEUDOEPHEDRINE HCL;;CAFFEINE ANHYDROUS;;CARBINOXAMINE MALEATE,PTP 鋁箔盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢）。,非眼科外用最終劑型,眼
複方能治敏膜衣錠,"LONTOMIN COMPOUND F.C. TABLETS ""F.Y.""",內衛藥製字第005223號,製 劑,膜衣錠,OROTIC ACID (VIT B13);;GLYCYRRHIZATE AMMONIUM SALT (GLYCAMIL);;CHLORPHENIRAMINE MALEATE,塑膠瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻水、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹,非眼科外用最終劑型,眼
諾得治鼻敏錠,LORATYN-10 Tablets,衛部藥輸字第028003號,製 劑,錠劑,LORATADINE,PVC鋁箔盒裝,暫時緩解過敏性鼻炎、枯草熱所引起之相關症狀(鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢)或過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
諾特抗過敏膠囊,NOLITE ALLERGIC CAPSULES,衛署藥製字第023442號,製 劑,膠囊劑,CHLORPHENIRAMINE MALEATE;;OROTIC ACID (VIT B13);;GLYCYRRHIZATE (TRISODIUM),瓶裝;;盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻涕、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
謀敏態鼻用噴液劑,MOMATE NASAL SPRAY (Mometasone Furoate Monohydrate Nasal Spray 50mcg),衛部藥輸字第028510號,製 劑,鼻用噴液劑,MOMETASONE FUROATE MONOHYDRATE,瓶裝,暫時緩解18歲以上成年人經醫師診斷之過敏性鼻炎或其他上呼吸道過敏相關症狀：鼻塞、流鼻水、打噴嚏、鼻搔癢、眼睛癢、流眼淚。,非眼科外用最終劑型,眼；眼睛癢
豐樂源糖衣錠,"OROTICIN S.C. TABLETS ""Honten""",內衛藥製字第013084號,製 劑,糖衣錠,OROTIC ACID (VIT B13),瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻水、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
貝他每松錠,"BETAMETHASONE TABLETS ""CSP""",衛署藥製字第014668號,製 劑,錠劑,BETAMETHASONE,瓶裝;;盒裝,僂麻質斯性及過敏性疾患、風濕性關節炎、支氣管氣喘、火傷大手術之應力狀態、肌無力、炎症性眼疾患,非眼科外用最終劑型,眼
賽普膜衣錠500毫克,Ciproflo F.C. Tablet 500mg,衛署藥製字第045201號,製 劑,膜衣錠,CIPROFLOXACIN HCL,鋁箔盒裝;;塑膠瓶裝,成人：對ciprofloxacin有感受性之細菌所引起之呼吸道感染、中耳炎、竇炎、眼感染、腎臟及泌尿 道感染(包括淋病)、腹部感染(包括腹膜炎)、皮膚及軟組織感染、骨髓炎、關節感染、 菌血症。小孩：大腸桿菌(Escherichia coli)引起之複雜性泌尿道感染和腎盂腎炎(1-17歲)、綠膿桿菌(Pseudomonas aeruginosa)有關之囊腫性纖維化產生急性肺部惡化的現象 (5-17歲)。成人和小孩：吸入性炭疽病(接觸後)。,非眼科外用最終劑型,眼
賽普辛輸液10毫克/毫升,Ciproxacin Infusion 10mg/ml,衛署藥製字第057776號,製 劑,注射劑,CIPROFLOXACIN,玻璃瓶裝;;盒裝,對CIPROFLOXACIN有感受性細菌所引起呼吸道感染、中耳炎、竇炎、眼感染、腎臟及泌尿道感染(包括淋病)、腹部感染(包括腸炎、膽囊炎、腹膜炎)、皮膚及軟組織感染、骨髓炎、關節感染等、菌血症。,非眼科外用最終劑型,眼
通鼻暢膠囊,TUNG BE CHANG CAPSULES,衛部藥製字第058762號,製 劑,膠囊劑,CAFFEINE ANHYDROUS;;CARBINOXAMINE MALEATE;;PHENYLEPHRINE HCL,塑膠瓶裝;;PTP 鋁箔盒裝,緩解過敏性鼻炎，枯草熱所引起之相關症狀(鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢)。,非眼科外用最終劑型,眼
通鼻腔膠囊,TUNGPICHIANG CAPSULES,衛署藥製字第029520號,製 劑,膠囊劑,PSEUDOEPHEDRINE HCL;;BELLADONNA EXTRACT;;GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID );;CHLORPHENIRAMINE MALEATE,塑膠瓶裝;;鋁箔盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀(鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢)。,非眼科外用最終劑型,眼
速博新靜脈輸液,CIPROXIN INF. SOL.,衛署藥輸字第018095號,製 劑,注射劑,CIPROFLOXACIN (LACTATE),玻璃小瓶裝;;盒裝,成人：對CIPROFLOXACIN有感受性之細菌所引起之呼吸道感染、中耳炎、竇炎、眼感染、腎臟及泌尿道感染（包括淋病）、腹部感染（包括腸炎、膽囊炎、腹膜炎）、皮膚及軟組織感染、骨髓炎、關節感染、菌血症。小孩︰大腸桿菌引起之複雜性泌尿道感染和腎盂腎炎(1-17歲)、綠膿桿菌有關之囊腫性纖維化產生急性肺部惡化的現象(5-17歲)。成人和小孩：吸入性炭疽病(接觸後)。,非眼科外用最終劑型,眼
速鼻寧膠囊,"SPELIN CAPSULES ""M.T.""",衛署藥製字第025388號,製 劑,膠囊劑,BELLADONNA;;LYSOZYME HYDROCHLORIDE;;GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID );;CAFFEINE ANHYDROUS;;CHLORPHENIRAMINE MALEATE;;PSEUDOEPHEDRINE HCL,鋁箔盒裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢),非眼科外用最終劑型,眼
適鼻通液,SBITON SOLUTION,衛署藥製字第046743號,製 劑,內服液劑,PHENYLEPHRINE HCL;;BROMPHENIRAMINE MALEATE;;PHENYLEPHRINE HCL;;BROMPHENIRAMINE MALEATE,玻璃瓶裝;;塑膠瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀(鼻塞、流鼻水、打噴嚏、眼睛及喉部搔癢)。,非眼科外用最終劑型,眼
邁解敏(R)膜衣錠10毫克,Cetirizin STELLA 10 mg Film-coated tablets,衛署藥輸字第025622號,製 劑,膜衣錠,CETIRIZINE DIHYDROCHLORIDE (EQ TO CETIRIZINE 2HCL ),PTP 鋁箔盒裝,緩解鼻子過敏流鼻水、眼睛、皮膚搔癢等過敏現象。,非眼科外用最終劑型,眼
金冠鎮癢消炎液,KINKAN Liquid for external use,衛署藥輸字第025735號,製 劑,外用液劑,CAPSICUM TINCTURE;;D-CAMPHOR ;;AMMONIA WATER (AMMONIUM HYDROXIDE);;SALICYLIC ACID;;L-MENTHOL,玻璃瓶裝,蚊蟲咬傷、紅癢、肩膀僵硬酸痛、跌打損傷、扭傷,非眼科外用最終劑型,眼；眼科
金冠鎮癢消炎液,KINKAN Liquid for external use,衛署藥輸字第025735號,製 劑,外用液劑,CAPSICUM TINCTURE;;D-CAMPHOR ;;AMMONIA WATER (AMMONIUM HYDROXIDE);;SALICYLIC ACID;;L-MENTHOL,玻璃瓶裝,蚊蟲咬傷、紅癢、肩膀僵硬酸痛、跌打損傷、扭傷,非眼科外用最終劑型,眼；眼科
鎮安敏顆粒,CHLORTICO GRANULES,衛署藥製字第016688號,製 劑,內服顆粒劑,CHLORPHENIRAMINE MALEATE;;NIACINAMIDE (NICOTINAMIDE);;PYRIDOXINE HCL;;RIBOFLAVIN (VIT B2);;GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID );;PANTOTHENATE CALCIUM;;BIOTIN,瓶裝附量器,緩解過敏性鼻炎、枯草熱所引起之相關症狀。(流鼻水、打噴嚏、眼睛及喉部搔癢)及過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
順肝敏膠囊,SHUNGANMIN CAPSULES,衛署藥製字第027964號,製 劑,膠囊劑,CHLORPHENIRAMINE MALEATE;;OROTIC ACID (VIT B13);;GLYCYRRHIZINIC ACID (EQ TO GLYCYRRHETINIC ACID GLYCOSIDE)(EQ TO GLYCYRRHIZIC ACID ),瓶裝,緩解過敏性鼻炎、枯草熱所引起之相關症狀（流鼻水、打噴嚏、眼睛及喉部搔癢）及過敏所引起之搔癢、皮膚癢疹。,非眼科外用最終劑型,眼
