商品名,英文品名,許可證字號,許可證持有廠商,是否有效,藥品分類,分類依據,是否中藥,劑型,規格,包裝,適應症完整原文,適應症摘要,推定用途分類,全部成分原文,主要成分,防腐劑成分，若有,是否含防腐劑,是否為複方,資料來源,備註
"""麥迪森"" 眼爽朗眼藥水","Brightest Eye Drops 0.02% (VITAMIN B12) ""MEDICINE""",衛署藥製字第048460號,麥迪森醫藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,CYANOCOBALAMIN (VIT B12),塑膠瓶裝,眼睛疲勞。,眼睛疲勞,疲勞／調節改善型,Each ml Contains: CYANOCOBALAMIN (VIT B12) 0.200000 MG,Cyanocobalamin (Vit B12),,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥製字第048460號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/bc91dae3-fed7-4c92-bbc1-c5f84aa5c00a_11?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bc91dae3-fed7-4c92-bbc1-c5f84aa5c00a_18?c=2;https://mcp.fda.gov.tw/insert/lablefiles/40028424-4c68-46ac-bba5-a02be20742b8?c=2;https://mcp.fda.gov.tw/insert/lablefiles/5161fff8-7d5e-4278-9eeb-249a27eaad78?c=2;https://mcp.fda.gov.tw/insert/lablefiles/82d5a496-3182-453e-8601-ffebfee7c76f?c=2;https://mcp.fda.gov.tw/insert/lablefiles/bc91dae3-fed7-4c92-bbc1-c5f84aa5c00a_17?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
“佐藤”視樂優點眼液,NOARL UV,衛署藥輸字第025187號,佐藤製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,FLAVINEADENINE DINUCLEOTIDE SODIUM;;CHLORPHENIRAMINE MALEATE;;D-ALPHA-TOCOPHEROL ACETATE;;NEOSTIGMINE METHYLSULFATE;;AMINOCAPROIC ACID EPSILON-;;ASPARTATE POTASSIUM L- (eq to POTASSIUM L-ASPARTATE),塑膠瓶裝,暫時緩解因輕微眼部刺激所引起之不適，眼睛癢，眼睛疲勞。,眼睛疲勞；眼睛癢,疲勞／調節改善型,Each ml contains： FLAVINEADENINE DINUCLEOTIDE SODIUM 0.500000 MG；Each ml contains： ASPARTATE POTASSIUM L- (eq to POTASSIUM L-ASPARTATE) 2.300000 MG；Each ml contains： D-ALPHA-TOCOPHEROL ACETATE 0.500000 MG；Each ml contains： NEOSTIGMINE METHYLSULFATE 0.050000 MG；Each ml contains： AMINOCAPROIC ACID EPSILON- 10.000000 MG；Each ml contains： CHLORPHENIRAMINE MALEATE 0.100000 MG,Flavineadenine Dinucleotide Sodium；Aspartate Potassium L- (EQ TO Potassium L-Aspartate)；D-Alpha-Tocopherol Acetate；Neostigmine Methylsulfate；Aminocaproic Acid Epsilon-；Chlorpheniramine Maleate,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥輸字第025187號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/0a392a3f-5c5a-4c6e-ae73-eb484ac9a95e_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
參天潤澤眼藥水,Soft Santear Hitomi Stretch,衛部藥輸字第026904號,台灣參天製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,PYRIDOXINE HYDROCHLORIDE;;CYANOCOBALAMIN (VIT B12);;NEOSTIGMINE METHYLSULFATE,塑膠瓶裝,眼睛疲勞。,眼睛疲勞,疲勞／調節改善型,Each ml contains: NEOSTIGMINE METHYLSULFATE 0.050000 MG；Each ml contains: CYANOCOBALAMIN (VIT B12) 0.200000 MG；Each ml contains: PYRIDOXINE HYDROCHLORIDE 1.000000 MG,Neostigmine Methylsulfate；Cyanocobalamin (Vit B12)；Pyridoxine Hydrochloride,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第026904號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/e2967dfd-9687-4300-b1c2-8c272aee519f?c=2;https://mcp.fda.gov.tw/insert/lablefiles/516c99f9-e986-4012-a148-364aeb50e49e?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8101d201-8603-47ab-8979-37dc730ed0fc_4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/59d27164-c6bd-44de-8eb6-09a11ec3fbe5?c=2;https://mcp.fda.gov.tw/insert/lablefiles/59034317-2adf-4606-8f67-ec34c110749c?c=2;https://mcp.fda.gov.tw/insert/lablefiles/9977bc84-4d77-43c1-a543-91e4937f4a13?c=2;https://mcp.fda.gov.tw/insert/lablefiles/8101d201-8603-47ab-8979-37dc730ed0fc_6?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
參天維生素涼感眼藥水,Sante 40 cool,衛部藥輸字第027587號,台灣參天製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,PANTHENOL;;TOCOPHEROL ACETATE ALPHA D-;;NEOSTIGMINE METHYLSULFATE;;AMINOCAPROIC ACID EPSILON-;;CHLORPHENIRAMINE MALEATE;;PYRIDOXINE HCL;;TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID),PET塑膠瓶裝,暫時緩解因輕微眼部刺激所引起之不適、或眼睛癢，眼睛疲勞。,眼睛疲勞；眼睛癢,疲勞／調節改善型,Each ml contains: NEOSTIGMINE METHYLSULFATE 0.050000 MG；Each ml contains: AMINOCAPROIC ACID EPSILON- ɛ-Aminocaproic Acid 10.000000 MG；Each ml contains: CHLORPHENIRAMINE MALEATE 0.300000 MG；Each ml contains: PYRIDOXINE HCL 0.500000 MG；Each ml contains: PANTHENOL 0.500000 MG；Each ml contains: TOCOPHEROL ACETATE ALPHA D- d-α-Tocopherol Acetate 0.500000 MG；Each ml contains: TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID) 10.000000 MG,Neostigmine Methylsulfate；Aminocaproic Acid Epsilon-；Chlorpheniramine Maleate；Pyridoxine HCL；Panthenol；Tocopherol Acetate Alpha D-；Taurine (EQ TO 2-Aminoethane Sulfonic Acid),,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第027587號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/4e783f88-4fbb-4020-ad24-40e9aad4e072_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/363e575d-17e6-4e02-b455-d2d54acd9bef?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
參天維生素溫和眼藥水,Sante 40 Plus,衛部藥輸字第027549號,台灣參天製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,CHLORPHENIRAMINE MALEATE;;AMINOCAPROIC ACID EPSILON-;;PANTHENOL;;DL-ALPHA-TOCOPHERYL ACETATE;;PYRIDOXINE HYDROCHLORIDE;;TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID);;NEOSTIGMINE METHYLSULFATE,PET塑膠瓶裝,暫時緩解因輕微眼部刺激所引起之不適，眼睛癢，眼睛疲勞。,眼睛疲勞；眼睛癢,疲勞／調節改善型,Each ml contains: NEOSTIGMINE METHYLSULFATE (100mL=0.005g) 0.050000 MG；Each ml contains: AMINOCAPROIC ACID EPSILON- (100mL=1g) 10.000000 MG；Each ml contains: CHLORPHENIRAMINE MALEATE (100mL=0.03g) 0.300000 MG；Each ml contains: PYRIDOXINE HYDROCHLORIDE (100mL=0.05g) 0.500000 MG；Each ml contains: PANTHENOL (100mL=0.05g) 0.500000 MG；Each ml contains: DL-ALPHA-TOCOPHERYL ACETATE (100mL=0.05g) 0.500000 MG；Each ml contains: TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID) (100mL=1g) 10.000000 MG,Neostigmine Methylsulfate；Aminocaproic Acid Epsilon-；Chlorpheniramine Maleate；Pyridoxine Hydrochloride；Panthenol；Dl-Alpha-Tocopheryl Acetate；Taurine (EQ TO 2-Aminoethane Sulfonic Acid),,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第027549號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/1ae02b41-66ef-46a6-a894-9114f7ac5695?c=2;https://mcp.fda.gov.tw/insert/lablefiles/c5861b46-df58-431c-b683-de9ede9b80fa_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/c5861b46-df58-431c-b683-de9ede9b80fa_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
參天維視眼藥水,Sante DE U plus E α,衛署藥輸字第025767號,台灣參天製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,NEOSTIGMINE METHYLSULFATE;;CHLORPHENIRAMINE MALEATE;;CYANOCOBALAMIN (VIT B12);;GLYCYRRHIZINATE DIPOTASSIUM (EQ TO DIPOTASSIUM GLYCYRRHIZINATE);;D-ALPHA-TOCOPHEROL ACETATE,塑膠瓶裝,暫時緩解因輕微眼部刺激所引起之不適，眼睛癢，眼睛疲勞。,眼睛疲勞；眼睛癢,疲勞／調節改善型,Each ml contains: NEOSTIGMINE METHYLSULFATE 0.020000 MG；Each ml contains: GLYCYRRHIZINATE DIPOTASSIUM (EQ TO DIPOTASSIUM GLYCYRRHIZINATE) 1.000000 MG；Each ml contains: CHLORPHENIRAMINE MALEATE 0.100000 MG；Each ml contains: CYANOCOBALAMIN (VIT B12) 0.150000 MG；Each ml contains: D-ALPHA-TOCOPHEROL ACETATE 0.200000 MG,Neostigmine Methylsulfate；Glycyrrhizinate Dipotassium (EQ TO Dipotassium Glycyrrhizinate)；Chlorpheniramine Maleate；Cyanocobalamin (Vit B12)；D-Alpha-Tocopherol Acetate,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥輸字第025767號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/e8e9e9a4-0869-4fbe-aa0b-543f2c21db29_4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/e8e9e9a4-0869-4fbe-aa0b-543f2c21db29_2?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
愛力舒酷爾點眼液,IRIS NEO (COOL),衛部藥輸字第026951號,台灣大正製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,PYRIDOXINE HCL;;TOCOPHEROL ACETATE ALPHA D-;;NEOSTIGMINE METHYLSULFATE;;TAURINE (EQ TO AMINOETHYL SULFONIC ACID );;POTASSIUM L-ASPARTATE,塑膠瓶裝,眼睛疲勞。,眼睛疲勞,疲勞／調節改善型,Each ml contains: NEOSTIGMINE METHYLSULFATE 0.050000 MG；Each ml contains: PYRIDOXINE HCL 1.000000 MG；Each ml contains: TOCOPHEROL ACETATE ALPHA D- 0.500000 MG；Each ml contains: POTASSIUM L-ASPARTATE 10.000000 MG；Each ml contains: TAURINE (EQ TO AMINOETHYL SULFONIC ACID ) 10.000000 MG,Neostigmine Methylsulfate；Pyridoxine HCL；Tocopherol Acetate Alpha D-；Potassium L-Aspartate；Taurine (EQ TO Aminoethyl Sulfonic Acid ),,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第026951號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/ccc96bfa-61e5-4c46-893c-6bc6293ce743_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/e8b70b93-be61-4864-bfd6-35836edd4753?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
散克巴點眼液,SANCOBA OPHTHALMIC SOLUTION,衛署藥輸字第001973號,台灣參天製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,CYANOCOBALAMIN (VIT B12),塑膠瓶裝,眼睛疲勞。,眼睛疲勞,疲勞／調節改善型,EACH ML CONTAINS: CYANOCOBALAMIN (VIT B12) 0.000000 GM,Cyanocobalamin (Vit B12),,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥輸字第001973號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/62c264d5-b741-4cef-a505-ce14852b1d9d_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/62c264d5-b741-4cef-a505-ce14852b1d9d_5?c=2;https://mcp.fda.gov.tw/insert/lablefiles/62c264d5-b741-4cef-a505-ce14852b1d9d_2?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
新鮮視點眼液,FRESH-EYE OA EYE LOTION,衛署藥輸字第023214號,大法貿易股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,CYANOCOBALAMIN (VIT B12);;AMINOETHYLSULFONIC ACID;;PYRIDOXINE HCL;;CHLORPHENIRAMINE MALEATE;;NEOSTIGMINE METHYLSULFATE,塑膠瓶裝,眼睛疲勞、眼睛癢。,眼睛疲勞；眼睛癢,疲勞／調節改善型,EACH ML CONTAINS: CYANOCOBALAMIN (VIT B12) 0.200000 MG；EACH ML CONTAINS: PYRIDOXINE HCL 1.000000 MG；EACH ML CONTAINS: NEOSTIGMINE METHYLSULFATE 0.050000 MG；EACH ML CONTAINS: CHLORPHENIRAMINE MALEATE 0.200000 MG；EACH ML CONTAINS: AMINOETHYLSULFONIC ACID 2.000000 MG,Cyanocobalamin (Vit B12)；Pyridoxine HCL；Neostigmine Methylsulfate；Chlorpheniramine Maleate；Aminoethylsulfonic Acid,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥輸字第023214號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/89b7a03f-c8f9-44f8-a9ac-67aaecb38ea2_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/89b7a03f-c8f9-44f8-a9ac-67aaecb38ea2_2?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
樂敦舒視齡眼藥水,Rohto Gold 40 Ophthalmic Liquids and Solutions,衛部藥輸字第027502號,台灣曼秀雷敦股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,POTASSIUM L-ASPARTATE ;;D-ALPHA-TOCOPHEROL ACETATE;;NEOSTIGMINE METHYLSULFATE;;TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID);;PYRIDOXINE HYDROCHLORIDE;;CHLORPHENIRAMINE MALEATE,PET塑膠瓶裝,眼睛疲勞，眼睛癢。,眼睛疲勞；眼睛癢,疲勞／調節改善型,Each ml contains: NEOSTIGMINE METHYLSULFATE 0.050000 MG；Each ml contains: CHLORPHENIRAMINE MALEATE 0.300000 MG；Each ml contains: PYRIDOXINE HYDROCHLORIDE 1.000000 MG；Each ml contains: D-ALPHA-TOCOPHEROL ACETATE 0.500000 MG；Each ml contains: POTASSIUM L-ASPARTATE 10.000000 MG；Each ml contains: TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID) 10.000000 MG,Neostigmine Methylsulfate；Chlorpheniramine Maleate；Pyridoxine Hydrochloride；D-Alpha-Tocopherol Acetate；Potassium L-Aspartate；Taurine (EQ TO 2-Aminoethane Sulfonic Acid),,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第027502號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/46827c2c-94a1-4c55-b442-2641a950e108?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
水潤澤眼藥水,Moisture Eye Drops,衛部藥製字第061517號,麥迪森醫藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,PYRIDOXINE HYDROCHLORIDE;;CYANOCOBALAMIN (VIT B12);;NEOSTIGMINE METHYLSULFATE,瓶裝,眼睛疲勞。,眼睛疲勞,疲勞／調節改善型,Each mL contains: CYANOCOBALAMIN (VIT B12) 0.200000 MG；Each mL contains: NEOSTIGMINE METHYLSULFATE 0.050000 MG；Each mL contains: PYRIDOXINE HYDROCHLORIDE 1.000000 MG,Cyanocobalamin (Vit B12)；Neostigmine Methylsulfate；Pyridoxine Hydrochloride,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥製字第061517號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/8cf35b02-176f-44e0-b9ed-f8cb846bd168?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
眼爽點眼液,YEN SAN EYE DROPS,衛署藥製字第004977號,綠洲化學工業有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,CYANOCOBALAMIN (VIT B12),塑膠瓶裝,眼睛疲勞。,眼睛疲勞,疲勞／調節改善型,EACH ML CONTAINS: CYANOCOBALAMIN (VIT B12) 0.2 0.200000 MG,Cyanocobalamin (Vit B12),,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥製字第004977號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/5ab7beed-eb19-4f78-8f71-eb9ebeeb4566_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
睛瑩B12眼藥水,Ginpol B12 Ophthalmic Solution,衛署藥製字第057787號,溫士頓醫藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,CYANOCOBALAMIN (VIT B12),塑膠瓶裝,眼睛疲勞。,眼睛疲勞,疲勞／調節改善型,Each ml contains: CYANOCOBALAMIN (VIT B12) 0.200000 MG,Cyanocobalamin (Vit B12),,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥製字第057787號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/3e97ab50-8bf0-42e7-b3d9-d2b6eb39c501_6?c=2;https://mcp.fda.gov.tw/insert/lablefiles/3e97ab50-8bf0-42e7-b3d9-d2b6eb39c501_3?c=2;https://mcp.fda.gov.tw/insert/lablefiles/3e97ab50-8bf0-42e7-b3d9-d2b6eb39c501_12?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
美視樂點眼液,MEI-SHI-LAO EX EYE DROPS,衛部藥製字第060913號,五福化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,CYANOCOBALAMIN (VIT B12),LDPE塑膠瓶裝,眼睛疲勞。,眼睛疲勞,疲勞／調節改善型,Each mL contains: CYANOCOBALAMIN (VIT B12) 0.200000 MG,Cyanocobalamin (Vit B12),,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥製字第060913號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/3bb98f01-e9a1-4f16-aef8-566fd33d33c0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/2b6cd60b-bdc8-4615-970a-c08d55b5883f?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
補又晶眼藥水,BUYOKIN PURE GOLD EYE LOTION,衛部藥輸字第028848號,嵩平貿易有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,眼用液劑,PYRIDOXINE HYDROCHLORIDE;;DIPOTASSIUM GLYCYRRHIZINATE;;TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID);;CHLORPHENIRAMINE MALEATE;;CYANOCOBALAMIN;;NEOSTIGMINE METHYLSULFATE;;POTASSIUM L-ASPARTATE ;;AMINOCAPROIC ACID EPSILON-,PET塑膠瓶裝;;紙盒裝,暫時緩解因輕微眼部刺激所引起之不適或眼睛紅、眼睛癢、眼睛疲勞。,眼睛疲勞；眼睛癢；眼睛紅,疲勞／調節改善型,Each 1ml Contains： NEOSTIGMINE METHYLSULFATE 0.050000 MG；Each 1ml Contains： AMINOCAPROIC ACID EPSILON- ε-Aminocaproic Acid 10.000000 MG；Each 1ml Contains： DIPOTASSIUM GLYCYRRHIZINATE 2.500000 MG；Each 1ml Contains： CHLORPHENIRAMINE MALEATE 0.300000 MG；Each 1ml Contains： CYANOCOBALAMIN 0.100000 MG；Each 1ml Contains： PYRIDOXINE HYDROCHLORIDE 0.500000 MG；Each 1ml Contains： POTASSIUM L-ASPARTATE 10.000000 MG；Each 1ml Contains： TAURINE (EQ TO 2-AMINOETHANE SULFONIC ACID) 5.000000 MG,Neostigmine Methylsulfate；Aminocaproic Acid Epsilon-；Dipotassium Glycyrrhizinate；Chlorpheniramine Maleate；Cyanocobalamin；Pyridoxine Hydrochloride；Potassium L-Aspartate；Taurine (EQ TO 2-Aminoethane Sulfonic Acid),,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥輸字第028848號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/e290f640-039e-4402-8a35-c7b73b8a383c?c=2;https://mcp.fda.gov.tw/insert/lablefiles/99a97f69-0c19-4750-8554-73b7645ced86?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
迪多眼藥水,"DI-DOLPHIN EYE LOTION ""C.M.""",衛署藥製字第033673號,中美兄弟製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,PYRIDOXINE HCL;;ALLANTOIN;;GLYCYRRHIZINATE DIPOTASSIUM (EQ TO DIPOTASSIUM GLYCYRRHIZINATE);;CHLORPHENIRAMINE MALEATE,塑膠瓶裝,暫時緩解因輕微眼部刺激所引起之不適，眼睛癢、眼睛疲勞。,眼睛疲勞；眼睛癢,疲勞／調節改善型,EACH ML CONTAINS: PYRIDOXINE HCL 1 1.000000 MG；EACH ML CONTAINS: GLYCYRRHIZINATE DIPOTASSIUM (EQ TO DIPOTASSIUM GLYCYRRHIZINATE) 0.8 0.800000 MG；EACH ML CONTAINS: ALLANTOIN 1 1.000000 MG；EACH ML CONTAINS: CHLORPHENIRAMINE MALEATE 0.1 0.100000 MG,Pyridoxine HCL；Glycyrrhizinate Dipotassium (EQ TO Dipotassium Glycyrrhizinate)；Allantoin；Chlorpheniramine Maleate,,否,是,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_e483ef19-6d04-4f13-92f1-6d4fe2f8c3dd?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/b31c4b98-f859-411f-ad3f-e0798f400409_2?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""人人""桿菌素眼軟膏","BACITRACIN OPHTHALMIC OINTMENT ""GCPC""",內衛藥製字第009649號,人人化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼膏劑,BACITRACIN,鋁軟管,急、慢性結合膜炎、眼晴或眼瞼輕度刺痛,待人工確認,眼藥膏,EACH GM CONTAINS: BACITRACIN 500.000000 U (UNIT),Bacitracin,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_cf549ca6-5633-4a93-8f21-45ea20c902b5?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/87b31375-b79a-4c0b-bede-339ca3e6defa_2?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""人人""鹽酸四環素眼藥膏","Tetracycline Hydrochloride Ophthalmic Ointment ""GCPC""",衛部藥製字第058129號,人人化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼膏劑,TETRACYCLINE HCL (EQ TO TETRACYCLINE HYDROCHLORIDE),鋁軟管,眼部細菌傳染性炎症。,抗菌；消炎,眼藥膏,Each gram contains: TETRACYCLINE HCL (EQ TO TETRACYCLINE HYDROCHLORIDE) 10.000000 MG,Tetracycline HCL (EQ TO Tetracycline Hydrochloride),,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥製字第058129號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/a4bee919-553c-4b03-8383-e4f90e419ace_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/a4bee919-553c-4b03-8383-e4f90e419ace_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/a4bee919-553c-4b03-8383-e4f90e419ace_2?c=2;https://mcp.fda.gov.tw/insert/lablefiles/a4bee919-553c-4b03-8383-e4f90e419ace_3?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""健喬"" 紅黴素眼藥膏 0.5%","ERYTHROMYCIN OPHTHALMIC OINTMENT 0.5% ""SYNMOSA""",衛署藥製字第047370號,健喬信元醫藥生技股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,眼用軟膏劑,ERYTHROMYCIN BASE,鋁軟管,治療眼部感受菌引起之急慢性結膜炎、角膜炎、淚囊炎、麥粒腫、眼瞼緣炎、角膜潰瘍、砂眼。預防新生兒之淋球菌(N.GONOCOCCUS)，披衣病毒(C.TRACHOMATIS)感染。,結膜炎；角膜炎；角膜潰瘍；麥粒腫；抗病毒；抗菌,眼藥膏,EACH GRAM CONTAINS: ERYTHROMYCIN BASE (POTENCY) 5.000000 MG,Erythromycin Base,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_767411b6-bb2d-4458-bfd8-5df127c16992?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_cc12bc7f-7bc9-48ff-984f-c38737ca42df?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_33395891-194a-4a5b-a571-544137e87a4d?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/8a2be6a5-0f33-4fec-b330-dfae264908f8?c=2;https://mcp.fda.gov.tw/insert/lablefiles/2032f93a-a3d7-4394-a4b6-840d67d6543c_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/17c4152b-5f44-400d-bd1b-31e65407505e?c=2;https://mcp.fda.gov.tw/insert/lablefiles/2032f93a-a3d7-4394-a4b6-840d67d6543c_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
